Product ID,Category,Brand,Season,Size,Color,Original Price,Markdown Percentage,Current Price,Purchase Date,Stock Quantity,Customer Rating,Is Returned,Return Reason,Discount Amount,Rating Category,Price Realization,Discount %,Stock Value,Stock Status,Discount Category
FB000225,Dresses,Gap,Winter,XL,Black,$85.08,0.00,$85.08,06-Aug-25,29,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,467.32",Over Stock,No Discount
FB000256,Bottoms,Forever21,Fall,XXL,Black,$75.66,0.00,$75.66,06-Aug-25,20,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,513.20",Over Stock,No Discount
FB000267,Dresses,Zara,Winter,XS,Blue,$168.96,0.00,$168.96,06-Aug-25,9,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,520.64",Optimal Stock,No Discount
FB000270,Bottoms,H&M,Winter,S,Beige,$27.98,0.00,$27.98,06-Aug-25,0,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$0.00,Low Stock,No Discount
FB000272,Bottoms,Mango,Summer,XXL,White,$64.28,0.00,$64.28,06-Aug-25,46,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,956.88",Over Stock,No Discount
FB000274,Tops,Gap,Winter,XXL,Brown,$70.36,0.00,$70.36,06-Aug-25,0,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$0.00,Low Stock,No Discount
FB000302,Shoes,H&M,Fall,XXL,Gray,$85.54,0.00,$85.54,06-Aug-25,30,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,566.20",Over Stock,No Discount
FB000306,Shoes,Forever21,Summer,M,White,$60.34,0.00,$60.34,06-Aug-25,4,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$241.36,Low Stock,No Discount
FB000308,Bottoms,Mango,Summer,M,White,$57.88,0.00,$57.88,06-Aug-25,39,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,257.32",Over Stock,No Discount
FB000354,Accessories,Uniqlo,Fall,Unknown,Black,$44.58,0.00,$44.58,06-Aug-25,21,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$936.18,Over Stock,No Discount
FB000368,Tops,Ann Taylor,Fall,L,White,$97.84,0.00,$97.84,06-Aug-25,16,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,565.44",Over Stock,No Discount
FB000378,Accessories,Gap,Fall,Unknown,Purple,$16.57,0.00,$16.57,06-Aug-25,17,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$281.69,Over Stock,No Discount
FB000440,Bottoms,Zara,Winter,XS,Gray,$102.16,0.00,$102.16,06-Aug-25,50,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$5,108.00",Over Stock,No Discount
FB000462,Accessories,H&M,Winter,Unknown,Gray,$46.46,0.00,$46.46,06-Aug-25,30,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,393.80",Over Stock,No Discount
FB000470,Outerwear,Uniqlo,Summer,S,Brown,$180.57,0.00,$180.57,06-Aug-25,28,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$5,055.96",Over Stock,No Discount
FB000477,Tops,Zara,Fall,S,White,$85.92,0.00,$85.92,06-Aug-25,12,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,031.04",Optimal Stock,No Discount
FB000485,Tops,Gap,Summer,S,Pink,$114.03,0.00,$114.03,06-Aug-25,2,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$228.06,Low Stock,No Discount
FB000510,Dresses,Banana Republic,Summer,XL,Purple,$68.43,0.00,$68.43,06-Aug-25,16,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,094.88",Over Stock,No Discount
FB000542,Shoes,Gap,Summer,S,Black,$165.1,0.00,$165.1,06-Aug-25,7,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,155.70",Optimal Stock,No Discount
FB000578,Accessories,H&M,Fall,Unknown,Green,$52.41,0.00,$52.41,06-Aug-25,14,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$733.74,Optimal Stock,No Discount
FB000580,Shoes,H&M,Summer,M,Pink,$96.7,0.00,$96.7,06-Aug-25,28,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,707.60",Over Stock,No Discount
FB000595,Dresses,Banana Republic,Fall,M,Navy,$137.59,0.00,$137.59,06-Aug-25,18,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,476.62",Over Stock,No Discount
FB000686,Dresses,Ann Taylor,Winter,L,Pink,$103.11,0.00,$103.11,06-Aug-25,17,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,752.87",Over Stock,No Discount
FB000692,Bottoms,H&M,Fall,XS,Black,$40.39,0.00,$40.39,06-Aug-25,16,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$646.24,Over Stock,No Discount
FB000699,Accessories,Uniqlo,Fall,Unknown,Red,$39.3,0.00,$39.3,06-Aug-25,39,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,532.70",Over Stock,No Discount
FB000704,Tops,Forever21,Summer,Unknown,Red,$94.31,0.00,$94.31,06-Aug-25,20,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,886.20",Over Stock,No Discount
FB000720,Tops,Uniqlo,Fall,XL,Blue,$51.85,0.00,$51.85,06-Aug-25,28,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,451.80",Over Stock,No Discount
FB000721,Tops,Uniqlo,Summer,L,Gray,$75.34,0.00,$75.34,06-Aug-25,21,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,582.14",Over Stock,No Discount
FB000728,Bottoms,Gap,Winter,S,White,$54.14,0.00,$54.14,06-Aug-25,32,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,732.48",Over Stock,No Discount
FB000741,Dresses,Uniqlo,Summer,XL,Pink,$135.99,0.00,$135.99,06-Aug-25,34,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$4,623.66",Over Stock,No Discount
FB000745,Tops,Ann Taylor,Fall,Unknown,Navy,$94.3,0.00,$94.3,06-Aug-25,16,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,508.80",Over Stock,No Discount
FB000751,Dresses,Banana Republic,Winter,XL,Green,$55.47,0.00,$55.47,06-Aug-25,18,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$998.46,Over Stock,No Discount
FB000757,Accessories,Banana Republic,Winter,Unknown,White,$51.3,0.00,$51.3,06-Aug-25,33,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,692.90",Over Stock,No Discount
FB000781,Outerwear,H&M,Summer,XS,Pink,$162.78,0.00,$162.78,06-Aug-25,0,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$0.00,Low Stock,No Discount
FB000814,Dresses,Zara,Winter,M,Red,$82.5,0.00,$82.5,06-Aug-25,0,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$0.00,Low Stock,No Discount
FB000820,Bottoms,Zara,Fall,L,Red,$88.58,0.00,$88.58,06-Aug-25,50,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$4,429.00",Over Stock,No Discount
FB000835,Dresses,Ann Taylor,Winter,XS,Red,$69.54,0.00,$69.54,06-Aug-25,21,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,460.34",Over Stock,No Discount
FB000867,Bottoms,Ann Taylor,Winter,XXL,Beige,$64.07,0.00,$64.07,06-Aug-25,34,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,178.38",Over Stock,No Discount
FB000881,Shoes,Banana Republic,Winter,M,Purple,$174.53,0.00,$174.53,06-Aug-25,45,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$7,853.85",Over Stock,No Discount
FB000883,Outerwear,Ann Taylor,Summer,XL,Blue,$83.24,0.00,$83.24,06-Aug-25,16,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,331.84",Over Stock,No Discount
FB000886,Accessories,Forever21,Winter,Unknown,Red,$71.3,0.00,$71.3,06-Aug-25,29,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,067.70",Over Stock,No Discount
FB000893,Outerwear,Ann Taylor,Winter,S,Navy,$142.34,0.00,$142.34,06-Aug-25,43,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$6,120.62",Over Stock,No Discount
FB000917,Outerwear,Ann Taylor,Fall,S,Pink,$155.3,0.00,$155.3,06-Aug-25,9,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,397.70",Optimal Stock,No Discount
FB000932,Bottoms,Ann Taylor,Summer,L,Red,$86.68,0.00,$86.68,06-Aug-25,2,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$173.36,Low Stock,No Discount
FB000936,Outerwear,Mango,Summer,S,Black,$238.11,0.00,$238.11,06-Aug-25,49,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$11,667.39",Over Stock,No Discount
FB000945,Dresses,Mango,Summer,L,Green,$115.57,0.00,$115.57,06-Aug-25,32,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,698.24",Over Stock,No Discount
FB000954,Shoes,Uniqlo,Fall,XS,Pink,$199.14,0.00,$199.14,06-Aug-25,18,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,584.52",Over Stock,No Discount
FB000977,Bottoms,Uniqlo,Fall,XXL,Navy,$59.36,0.00,$59.36,06-Aug-25,16,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$949.76,Over Stock,No Discount
FB000997,Tops,Zara,Summer,S,Beige,$116.82,0.00,$116.82,06-Aug-25,34,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,971.88",Over Stock,No Discount
FB001010,Dresses,Mango,Fall,XXL,Pink,$108.19,0.00,$108.19,06-Aug-25,21,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,271.99",Over Stock,No Discount
FB001019,Tops,Mango,Summer,XXL,Purple,$41.05,0.00,$41.05,06-Aug-25,24,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$985.20,Over Stock,No Discount
FB001021,Tops,Ann Taylor,Summer,S,Black,$97.17,0.00,$97.17,06-Aug-25,35,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,400.95",Over Stock,No Discount
FB001056,Outerwear,Zara,Winter,XXL,Beige,$88.94,0.00,$88.94,06-Aug-25,36,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,201.84",Over Stock,No Discount
FB001069,Tops,Banana Republic,Winter,M,White,$119.29,0.00,$119.29,06-Aug-25,3,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$357.87,Low Stock,No Discount
FB001103,Accessories,Gap,Fall,Unknown,Black,$79.6,0.00,$79.6,06-Aug-25,22,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,751.20",Over Stock,No Discount
FB001123,Outerwear,Gap,Fall,XS,Black,$202.28,0.00,$202.28,06-Aug-25,4,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$809.12,Low Stock,No Discount
FB001176,Shoes,Forever21,Fall,S,White,$128.27,0.00,$128.27,06-Aug-25,28,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,591.56",Over Stock,No Discount
FB001180,Shoes,H&M,Fall,XL,Brown,$170.43,0.00,$170.43,06-Aug-25,22,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,749.46",Over Stock,No Discount
FB001213,Bottoms,H&M,Fall,Unknown,Brown,$52.08,0.00,$52.08,06-Aug-25,12,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$624.96,Optimal Stock,No Discount
FB001226,Shoes,Banana Republic,Summer,XL,White,$162.5,0.00,$162.5,06-Aug-25,45,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$7,312.50",Over Stock,No Discount
FB001234,Outerwear,Banana Republic,Fall,S,Brown,$101.93,0.00,$101.93,06-Aug-25,31,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,159.83",Over Stock,No Discount
FB001235,Accessories,Mango,Winter,Unknown,White,$41.43,0.00,$41.43,06-Aug-25,10,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$414.30,Optimal Stock,No Discount
FB001253,Bottoms,Forever21,Summer,XXL,Red,$38.18,0.00,$38.18,06-Aug-25,38,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,450.84",Over Stock,No Discount
FB001265,Tops,Uniqlo,Winter,XXL,Beige,$80.39,0.00,$80.39,06-Aug-25,24,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,929.36",Over Stock,No Discount
FB001271,Dresses,H&M,Winter,S,White,$66.17,0.00,$66.17,06-Aug-25,1,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$66.17,Low Stock,No Discount
FB001274,Shoes,Uniqlo,Summer,XS,Blue,$154.82,0.00,$154.82,06-Aug-25,31,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$4,799.42",Over Stock,No Discount
FB001277,Shoes,Uniqlo,Summer,XS,White,$171.07,0.00,$171.07,06-Aug-25,25,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$4,276.75",Over Stock,No Discount
FB001288,Accessories,Ann Taylor,Winter,Unknown,Red,$69.69,0.00,$69.69,06-Aug-25,35,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,439.15",Over Stock,No Discount
FB001324,Bottoms,Uniqlo,Fall,XS,Green,$71.74,0.00,$71.74,06-Aug-25,16,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,147.84",Over Stock,No Discount
FB001327,Dresses,Mango,Fall,S,Green,$156.27,0.00,$156.27,06-Aug-25,43,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$6,719.61",Over Stock,No Discount
FB001353,Tops,Uniqlo,Fall,XXL,Purple,$80.97,0.00,$80.97,06-Aug-25,13,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,052.61",Optimal Stock,No Discount
FB001357,Tops,Uniqlo,Fall,XS,Purple,$63.69,0.00,$63.69,06-Aug-25,11,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$700.59,Optimal Stock,No Discount
FB001364,Tops,Gap,Fall,XS,Red,$72.69,0.00,$72.69,06-Aug-25,6,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$436.14,Optimal Stock,No Discount
FB001373,Shoes,Mango,Fall,S,Pink,$151.35,0.00,$151.35,06-Aug-25,18,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,724.30",Over Stock,No Discount
FB001378,Bottoms,Uniqlo,Winter,L,White,$60.13,0.00,$60.13,06-Aug-25,27,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,623.51",Over Stock,No Discount
FB001406,Shoes,Mango,Summer,Unknown,Pink,$75.95,0.00,$75.95,06-Aug-25,14,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,063.30",Optimal Stock,No Discount
FB001408,Tops,Mango,Fall,L,White,$26.85,0.00,$26.85,06-Aug-25,26,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$698.10,Over Stock,No Discount
FB001419,Bottoms,Uniqlo,Fall,M,Gray,$48.27,0.00,$48.27,06-Aug-25,33,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,592.91",Over Stock,No Discount
FB001421,Dresses,Gap,Fall,M,Navy,$94.17,0.00,$94.17,06-Aug-25,2,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$188.34,Low Stock,No Discount
FB001422,Accessories,Forever21,Fall,Unknown,Black,$30.44,0.00,$30.44,06-Aug-25,42,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,278.48",Over Stock,No Discount
FB001450,Bottoms,H&M,Summer,XS,Navy,$52.92,0.00,$52.92,06-Aug-25,9,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$476.28,Optimal Stock,No Discount
FB001460,Accessories,H&M,Winter,Unknown,Black,$24.5,0.00,$24.5,06-Aug-25,7,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$171.50,Optimal Stock,No Discount
FB001462,Bottoms,Forever21,Winter,XL,Green,$73.8,0.00,$73.8,06-Aug-25,42,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,099.60",Over Stock,No Discount
FB001464,Bottoms,H&M,Winter,XXL,Green,$80.21,0.00,$80.21,06-Aug-25,17,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,363.57",Over Stock,No Discount
FB001467,Bottoms,Banana Republic,Winter,XL,White,$91.92,0.00,$91.92,06-Aug-25,29,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,665.68",Over Stock,No Discount
FB001475,Accessories,Zara,Summer,Unknown,Red,$60.34,0.00,$60.34,06-Aug-25,13,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$784.42,Optimal Stock,No Discount
FB001478,Tops,Ann Taylor,Winter,L,Navy,$60.08,0.00,$60.08,06-Aug-25,26,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,562.08",Over Stock,No Discount
FB001497,Shoes,Zara,Winter,XL,White,$72.29,0.00,$72.29,06-Aug-25,0,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$0.00,Low Stock,No Discount
FB001514,Accessories,Ann Taylor,Winter,Unknown,Beige,$33.88,0.00,$33.88,06-Aug-25,9,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$304.92,Optimal Stock,No Discount
FB001537,Tops,Zara,Summer,XS,Brown,$85.25,0.00,$85.25,06-Aug-25,11,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$937.75,Optimal Stock,No Discount
FB001553,Outerwear,Banana Republic,Summer,XS,Green,$105.3,0.00,$105.3,06-Aug-25,1,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$105.30,Low Stock,No Discount
FB001558,Dresses,Ann Taylor,Fall,XL,White,$60.87,0.00,$60.87,06-Aug-25,35,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,130.45",Over Stock,No Discount
FB001561,Tops,H&M,Summer,L,Beige,$55.97,0.00,$55.97,06-Aug-25,30,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,679.10",Over Stock,No Discount
FB001566,Bottoms,Forever21,Fall,M,Black,$69.21,0.00,$69.21,06-Aug-25,41,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,837.61",Over Stock,No Discount
FB001591,Bottoms,Forever21,Summer,XXL,White,$31.57,0.00,$31.57,06-Aug-25,2,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$63.14,Low Stock,No Discount
FB001608,Accessories,Forever21,Fall,Unknown,Black,$24.71,0.00,$24.71,06-Aug-25,37,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$914.27,Over Stock,No Discount
FB001618,Outerwear,Forever21,Fall,M,Purple,$218.64,0.00,$218.64,06-Aug-25,5,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,093.20",Low Stock,No Discount
FB001664,Dresses,Banana Republic,Fall,S,Green,$113.34,0.00,$113.34,06-Aug-25,13,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,473.42",Optimal Stock,No Discount
FB001671,Dresses,Gap,Summer,XXL,Black,$114.2,0.00,$114.2,06-Aug-25,15,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,713.00",Optimal Stock,No Discount
FB001673,Tops,H&M,Fall,XS,White,$77.99,0.00,$77.99,06-Aug-25,42,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,275.58",Over Stock,No Discount
FB001741,Tops,H&M,Summer,S,Brown,$44.42,0.00,$44.42,06-Aug-25,49,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,176.58",Over Stock,No Discount
FB001746,Outerwear,Ann Taylor,Summer,XL,Red,$194.78,0.00,$194.78,06-Aug-25,31,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$6,038.18",Over Stock,No Discount
FB001758,Outerwear,Mango,Summer,S,Blue,$213.98,0.00,$213.98,06-Aug-25,38,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$8,131.24",Over Stock,No Discount
FB001765,Accessories,Mango,Fall,Unknown,Purple,$52.73,0.00,$52.73,06-Aug-25,42,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,214.66",Over Stock,No Discount
FB001767,Outerwear,Zara,Summer,S,Gray,$227.92,0.00,$227.92,06-Aug-25,34,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$7,749.28",Over Stock,No Discount
FB001768,Dresses,H&M,Fall,L,Blue,$111.55,0.00,$111.55,06-Aug-25,14,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,561.70",Optimal Stock,No Discount
FB001776,Outerwear,Ann Taylor,Fall,M,Blue,$118.37,0.00,$118.37,06-Aug-25,45,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$5,326.65",Over Stock,No Discount
FB001779,Dresses,Forever21,Summer,XL,Brown,$74.53,0.00,$74.53,06-Aug-25,9,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$670.77,Optimal Stock,No Discount
FB001805,Accessories,Forever21,Winter,Unknown,Navy,$17.59,0.00,$17.59,06-Aug-25,14,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$246.26,Optimal Stock,No Discount
FB001810,Accessories,H&M,Fall,Unknown,Green,$26.26,0.00,$26.26,06-Aug-25,27,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$709.02,Over Stock,No Discount
FB001816,Accessories,H&M,Winter,Unknown,Red,$39.96,0.00,$39.96,06-Aug-25,49,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,958.04",Over Stock,No Discount
FB001832,Shoes,Banana Republic,Winter,M,Purple,$73.93,0.00,$73.93,06-Aug-25,0,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$0.00,Low Stock,No Discount
FB001840,Shoes,Zara,Summer,XL,Red,$124.56,0.00,$124.56,06-Aug-25,18,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,242.08",Over Stock,No Discount
FB001886,Outerwear,Zara,Fall,XS,Red,$183.6,0.00,$183.6,06-Aug-25,10,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,836.00",Optimal Stock,No Discount
FB001901,Outerwear,Ann Taylor,Summer,S,Beige,$155.85,0.00,$155.85,06-Aug-25,38,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$5,922.30",Over Stock,No Discount
FB001927,Tops,Uniqlo,Fall,M,Purple,$34.72,0.00,$34.72,06-Aug-25,7,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$243.04,Optimal Stock,No Discount
FB001948,Shoes,Mango,Winter,S,Brown,$143.27,0.00,$143.27,06-Aug-25,0,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$0.00,Low Stock,No Discount
FB001954,Tops,Banana Republic,Summer,XL,Purple,$88.64,0.00,$88.64,06-Aug-25,33,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,925.12",Over Stock,No Discount
FB001967,Accessories,Forever21,Winter,Unknown,Blue,$19.34,0.00,$19.34,06-Aug-25,19,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$367.46,Over Stock,No Discount
FB001970,Tops,Banana Republic,Summer,L,Gray,$38.12,0.00,$38.12,06-Aug-25,44,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,677.28",Over Stock,No Discount
FB001971,Shoes,Banana Republic,Summer,S,Blue,$175.31,0.00,$175.31,06-Aug-25,13,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,279.03",Optimal Stock,No Discount
FB001977,Tops,H&M,Fall,M,Red,$90.41,0.00,$90.41,06-Aug-25,11,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$994.51,Optimal Stock,No Discount
FB002006,Tops,Zara,Fall,XS,White,$92.9,0.00,$92.9,06-Aug-25,30,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,787.00",Over Stock,No Discount
FB002020,Accessories,Forever21,Winter,Unknown,Red,$38.86,0.00,$38.86,06-Aug-25,44,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,709.84",Over Stock,No Discount
FB002029,Tops,Zara,Fall,S,White,$100.98,0.00,$100.98,06-Aug-25,41,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$4,140.18",Over Stock,No Discount
FB002051,Shoes,Banana Republic,Winter,XXL,Gray,$198.22,0.00,$198.22,06-Aug-25,12,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,378.64",Optimal Stock,No Discount
FB002055,Accessories,Banana Republic,Summer,Unknown,Black,$36.93,0.00,$36.93,06-Aug-25,18,3.0,False,Not Returned,0.00,Moderate,1.00,0.00%,$664.74,Over Stock,No Discount
